Facility,SOURCEID,AIID,LATITUDE,LONGITUDE,PERMITTYPE,NAICS_CODE,INVENTORY,EMISSIONUN,CO,NOX,SO2,VOC,LEAD,PM10,PM25,NH3
Mathy Construction Co - Plant 60,2799000223,1092,0,0,HM,324121,2018,TON,0,0,0,0,0,,,0
Mathy Construction Co - Plant 67,2799000249,1096,0,0,HM,324121,2019,TON,,,,,,0,0,
Mathy Construction Co - Plant 67,2799000249,1096,0,0,HM,324121,2018,TON,0,0,0,0,0,,,0
Mathy Construction Co - Plant 82,2799000303,58408,0,0,HM,324121,2019,TON,2.28151,2.0088,0.860864,0.74396,0.0002225,0.524893,1.171256,0.007901
Mathy Construction Co - Plant 82,2799000303,58408,0,0,HM,324121,2018,TON,0,0,0,0,0,,,0
Mathy Construction Co - Plant 92,2799000328,141191,0,0,HM,324121,2019,TON,5.5647,4.686,0.404462,1.83139,0.01979,2.09624,0.688328,0.01768
Mathy Construction Co - Plant 92,2799000328,141191,0,0,HM,324121,2018,TON,4.0237,3.516,0.2893804,1.31404,0.01416,1.505507,0.496359,0.01373
Mathy Construction Co - Plant 92,2799000328,141191,0,0,HM,324121,2017,TON,3.48042,2.942,0.3718,1.14462,0.01237,1.30897,0.387238,0.01114
Mayo Clinic Health System - Red Wing,2704900083,61685,44.56028366,-92.57492065,C,622110,2019,TON,1.151148,1.56596,0.069201,0.0907654,6.53085E-06,0.026595,0.0250637,0.008622
Mayo Clinic Health System - Red Wing,2704900083,61685,44.56028366,-92.57492065,C,622110,2018,TON,1.258578,1.621524,0.027759,0.09312959,7.28037E-06,0.0196742,0.0182983,0.008107
Mayo Clinic Health System - Red Wing,2704900083,61685,44.56,-92.5721,C,622110,2017,TON,0.97258,1.3499,0.101155,0.0769943,5.48561E-06,0.025841,0.0242234,0.008307
Mayo Clinic Health System Albert Lea,2704700050,127763,43.6526,-93.3727,D,622110,2019,TON,2.4373,3.0544,0.030589,0.173472,0.000014245,0.0296232,0.02705582,0.092154
Mayo Clinic Health System Albert Lea,2704700050,127763,43.6526,-93.3727,D,622110,2018,TON,1.74046,2.21004,0.0243549,0.1264945,1.01223E-05,0.02392028,0.02209852,0.0656716
Mayo Clinic Health System Albert Lea,2704700050,127763,43.6526,-93.3727,D,622110,2017,TON,1.80297,2.577424,0.0500786,0.1572008,0.00000999,0.05218438,0.050385152,0.0667157
Mayo Clinic Hospital - Rochester,2710900008,4920,44.02035568,-92.48207887,R,622110,2017,TON,38.059525,97.350202,1.14665208,2.0270125,0.000112719,0.448177,0.4009328,4.030453
Mayo Clinic Hospital - Saint Marys Campus,2710900008,4920,44.02035568,-92.48207887,R,622110,2019,TON,37.93943,92.4738,1.1763925,2.156102,0.000120501,0.514789,0.463434,3.610465
Mayo Clinic Hospital - Saint Marys Campus,2710900008,4920,44.02035568,-92.48207887,R,622110,2018,TON,38.084475,97.695214,1.1357335,2.0357107,0.000111978,0.4515409,0.40453315,4.046945
Mayo Medical Center - Rochester,2710900084,2663,44.02211481,-92.46631979,R,622110,2018,TON,58.41105,195.8362,2.0772046,4.5640905,0.000332309,0.95755912,0.86702512,0.3874765
Mayo Medical Center Rochester,2710900084,2663,44.02211481,-92.46631979,R,622110,2019,TON,54.68928,182.61968,1.8601473,4.1956305,0.000305619,0.96664012,0.87386912,0.3656895
Mayo Medical Center Rochester,2710900084,2663,44.02211481,-92.46631979,R,622110,2017,TON,49.666675,166.43164,1.05583915,4.101405,0.000281741,1.0167335,0.92173875,0.313522
Mayo Support Center North,2710901023,139260,44.07058044,-92.52343669,D,622110,2019,TON,0.2654,1.002,0.0004735,0.02567,,0.01796,0.017273,0.006634
Mayo Support Center North,2710901023,139260,44.07058044,-92.52343669,D,622110,2018,TON,0.2421,0.9141,0.000432,0.02342,0,0.016381,0.015751,0.006052
Mayo Support Center North,2710901023,139260,44.07058044,-92.52343669,D,622110,2017,TON,0.1857,0.701,0.0004417,0.01796,,0.01256,0.01208,0.004641
Mayo Waste Management Facility,2710900030,53321,43.92,-92.4824,R,622110,2019,TON,0.45896,13.10616,0.0437169,7.285087,0.0015564,1.708720355,1.65864243,0.0117141
Mayo Waste Management Facility,2710900030,53321,43.92,-92.4824,R,622110,2018,TON,0.47695,13.05102,0.04913446,7.246739,0.0017411,1.703551851,1.65311681,0.01249948
Mayo Waste Management Facility,2710900030,53321,43.92,-92.4824,R,622110,2017,TON,0.469362,12.60655,0.05359836,6.994731,0.0018879,1.671386481,1.61914258,0.01208641
McCarthy Gravel Inc,2709300043,121687,45.201,-94.4065,NM,212321,2019,TON,0.137079,0.61528,0.040283,0.07031,,0.115694,0.0637894,0.0029
McCarthy Gravel Inc,2709300043,121687,45.201,-94.4065,NM,212321,2018,TON,0.19607,0.8799,0.0576074,0.10068,0,0.16052725,0.08939074,0.004147
McCarthy Gravel Inc,2709300043,121687,45.201,-94.4065,NM,212321,2017,TON,0.8896,0.93904,0.0614675,0.10861,,0.181023,0.09706938,0.004423
MCES Chaska Lift Station L-71,2701900064,127092,44.81103,-93.638964,D,221320,2019,TON,0.03611,0.1363,0.009716,0.003492,,0.002443,0.0023497,0.0009026
MCES Chaska Lift Station L-71,2701900064,127092,44.81103,-93.638964,D,221320,2018,TON,0.02109,0.07963,0.005675,0.00204,0,0.0014269,0.0013719,0.0005272
MCES Chaska Lift Station L-71,2701900064,127092,44.81103,-93.638964,D,221320,2017,TON,0.05271,0.2449,0.0161,0.01999,,0.01766,0.0176609,0.001176
MCES Plymouth Lift Station - L-29,2705300891,648,44.98407333,-93.40790516,D,221320,2019,TON,0.04875,0.1841,0.00029,0.004716,,0.003299,0.0031733,0.001219
MCES Plymouth Lift Station - L-29,2705300891,648,44.98407333,-93.40790516,D,221320,2018,TON,0.05172,0.1953,0.0003076,0.005002,0,0.0035002,0.0033662,0.001293
MCES Plymouth Lift Station - L-29,2705300891,648,44.98407333,-93.40790516,D,221320,2017,TON,0.06815,0.2573,0.0004054,0.006592,,0.004612,0.0044359,0.001704
MCES South St Paul Lift Station - L-65,2703700329,91181,44.88305664,-93.01948547,C,221320,2019,TON,0.09633,0.4476,0.02942,0.03653,,0.03227,0.0322717,0.002149
MCES South St Paul Lift Station - L-65,2703700329,91181,44.88305664,-93.01948547,C,221320,2018,TON,0.07339,0.341,0.02241,0.02783,0,0.0245855,0.0245855,0.001637
MCES South St Paul Lift Station - L-65,2703700329,91181,44.88305664,-93.01948547,C,221320,2017,TON,0.09549,0.4436,0.02916,0.03621,,0.03199,0.0319948,0.00213
McKimm Milk Transit Inc,2708500040,1373,44.8775,-94.3571,R,484110,2019,TON,,,,0.00177,,0,0,
McKimm Milk Transit Inc,2708500040,1373,44.8775,-94.3571,R,484110,2018,TON,0,0,0,0.00207,0,,,0
McKimm Milk Transit Inc,2708500040,1373,44.8775,-94.3571,R,484110,2017,TON,,,,0.002295,,,,
McLane Minnesota Inc,2713100031,2228,44.4525,-93.177,C,424410,2019,TON,0.279575,0.33623,0.0022878,0.0186098,0.000001659,0.0020517,0.001752612,0.00164675
McLane Minnesota Inc,2713100031,2228,44.4525,-93.177,C,424410,2018,TON,0.356375,0.42763,0.0028358,0.0236398,0.000002115,0.002526812,0.002146112,0.00209475
McLane Minnesota Inc,2713100031,2228,44.4525,-93.177,C,424410,2017,TON,0.431075,0.51653,0.0033698,0.0285298,0.00000256,0.0029887,0.002527912,0.00253075
McLaughlin Gormley King Co - Chaska,2701900031,2453,44.8508,-93.5941,R,325320,2019,TON,0.67013,0.801612,0.00475648,17.9434148,,0.016319476,0.01352856,0.02526
McLaughlin Gormley King Co - Chaska,2701900031,2453,44.8508,-93.5941,R,325320,2018,TON,0.6842,0.8146,0.004888,9.76714,0,0.014512,0.01203,0.02606
McLaughlin Gormley King Co - Chaska,2701900031,2453,44.8508,-93.5941,R,325320,2017,TON,0.675276,0.80645,0.004801,4.8009036,,0.01518985,0.0125918,0.02554
McNamara Contracting Inc,2703700018,435,44.7069,-93.1349,HM,324121,2019,TON,,,,,,0,0,
McNamara Contracting Inc,2703700018,435,44.7069,-93.1349,HM,324121,2018,TON,0,0,0,0,0,,,0
McNamara Contracting Inc - 16387,2703700381,128867,44.7069,-93.1349,R,424710,2019,TON,28.131496,5.9175,0.713783,10.24896,0.000132003,6.9234331,1.5480711,0.015376
McNamara Contracting Inc - 16387,2703700381,128867,44.7069,-93.1349,R,424710,2018,TON,27.572931,5.6235,0.702863,10.06392,0.000129203,6.8243429,1.524613,0.008336
McNamara Contracting Inc - 16387,2703700381,128867,44.7069,-93.1349,R,424710,2017,TON,31.193601,6.3271,0.796201,11.38315,0.000146151,7.4927798,1.6197961,0.008003
McNamara Contracting Inc - Nonmetallic,2703700272,151684,44.7068,-93.1347,NM,212319,2019,TON,0,0,0,0,,0,0,0
McNamara Contracting Inc - Nonmetallic,2703700272,151684,44.7068,-93.1347,NM,212319,2018,TON,,,,,0,,,0
McNeilus Steel,2703900033,87456,44.0211,-92.8534,D,333120,2019,TON,0.173,0.2059,0.001235,10.11121,0.000001029,2.40107,1.9918852,0.006589
McNeilus Truck & Manufacturing Inc,2703900014,434,44.0333,-92.8467,R,336211,2018,TON,7.756393,9.24965,0.055400399,166.1285014,0.00001625,8.31301284,8.30470266,0.207458
McNeilus Truck & Manufacturing Inc,2703900014,434,44.0333,-92.8467,R,336211,2017,TON,6.00977,7.3441,0.04284599,190.058658,0.000001115,8.7201227,7.2354943,0.223209
McNeilus Truck and Manufacturing Inc,2703900014,434,44.0333,-92.8467,R,336211,2019,TON,6.952025,8.30521,0.049648498,163.3759027,0.000014,8.683027125,8.675581025,0.189023
ME Global Inc,2713700073,433,46.66431046,-92.22161102,R,327120,2019,TON,4.073592,11.678,6.678378,56.3817572,,43.2553856,40.1001459,0.183456
ME Global Inc,2713700073,433,46.66431046,-92.22161102,R,327120,2018,TON,3.899144,10.81565,5.925117,52.2320248,0,40.2272354,37.3697289,0.176624
ME Global Inc,2713700073,433,46.6649,-92.2218,R,331513,2017,TON,4.092312,11.3281,6.191035,61.8899988,,42.345525,39.3102828,0.18536
Meadowland Farmers Coop of Lamberton,2712700014,38459,44.23231523,-95.26442638,D,424910,2019,TON,1.0554,1.2555,0.003753,0.0644,0.000003128,19.913253,1.3296901,0.02002
Meadowland Farmers Coop of Lamberton,2712700014,38459,44.23231523,-95.26442638,D,424910,2018,TON,0.1747,0.208,0.001248,0.01144,0.00000104,27.3210816,1.8218944,0.006656
Meadowland Farmers Coop of Lamberton,2712700014,38459,44.23231523,-95.26442638,D,424910,2017,TON,0.587,0.6989,0.004193,0.03844,0.000003494,19.803634,,0.02236
Medtronic - Lake Pointe,2700300223,7490,45.07059097,-93.25313568,C,334510,2019,TON,2.143595,2.57666,0.0155509,0.1403485,1.27319E-05,0.016369,0.013751,0.013525
Medtronic - Lake Pointe,2700300223,7490,45.07059097,-93.25313568,C,334510,2018,TON,1.99142,2.39762,0.0144861,0.1304046,1.18234E-05,0.015814,0.013317,0.012757
Medtronic - Lake Pointe,2700300223,7490,45.0697,-93.2514,C,334510,2017,TON,1.787713,2.15602,0.66981,0.1170245,1.06039E-05,0.014691,0.012394,0.011614
Medtronic APV,2705301272,139338,45.039036,-93.405204,D,339112,2019,TON,0.553952,0.67877,0.003948065,13.326775,0.000003288,0.253420584,0.138888271,0.02113198
Medtronic APV,2705301272,139338,45.039036,-93.405204,D,339112,2018,TON,0.553952,0.67877,0.003948065,10.796775,0.000003288,0.223380584,0.122568271,0.02113198
Medtronic ATS,2705301275,57665,45.02619943,-93.45672231,D,339112,2019,TON,0.239693,0.2793,0.00004025,19.533076,,12.0120208,8.674672749,0.0012078
Medtronic Inc - Energy & Component Center,2705301157,85696,45.0772,-93.3049,D,334517,2019,TON,4.3119,8.523,0.37414,6.35729,0.00001787,0.1073,0.100687,0.14707
Medtronic Inc - Energy & Component Center,2705301157,85696,45.0772,-93.3049,D,334517,2018,TON,3.1939,5.2914,0.17369,7.15311,0.00001558,0.055179,0.050884,0.114128
Medtronic Inc - Energy & Component Center,2705301157,85696,45.0772,-93.3049,D,334517,2017,TON,3.4896,6.4336,0.25591,8.33607,0.00001553,0.07581,0.070732,0.1214
Medtronic Inc - Rice Creek,2705301066,8067,45.09444809,-93.23954773,C,339113,2019,TON,3.30891,4.37395,0.290549,2.047731,1.89898E-05,0.063893,0.0596636,0.0236431
Medtronic Inc - Rice Creek,2705301066,8067,45.09444809,-93.23954773,C,425110,2018,TON,3.31665,4.32563,0.22087,1.6495065,1.91214E-05,0.0579294,0.0538994,0.022767
Medtronic Inc - Rice Creek,2705301066,8067,45.09444809,-93.23954773,C,425110,2017,TON,2.09273,2.93,0.37947,2.06017,1.17524E-05,0.05764,0.0543527,0.017516
Medtronic PRL,2700300232,19870,45.1799,-93.3012,C,54171,2019,TON,2.850465,3.47734,0.0233934,0.189305,1.68571E-05,0.027487,0.02370504,0.0190901
Medtronic PRL,2700300232,19870,45.1799,-93.3012,C,54171,2018,TON,1.41959,1.79753,0.0151503,0.097654,8.29315E-06,0.0210493,0.0187793,0.0109355
Medtronic PRL,2700300232,19870,45.1799,-93.3012,C,54171,2017,TON,2.63311,3.214,1.294834,0.174729,1.55669E-05,0.025675,0.02213202,0.0177825
Meeker Washed Sand & Gravel - Nonmetallic,2709300036,2195,45.0342,-94.4888,NM,212321,2019,TON,0.2934,1.451,0.163,0.1174,,0.701855,0.3351061,
Meeker Washed Sand & Gravel - Nonmetallic,2709300036,2195,45.0342,-94.4888,NM,212321,2018,TON,0.2524,1.248,0.1402,0.1009,0,0.603623,0.288245,0
Meeker Washed Sand & Gravel - Nonmetallic,2709300036,2195,45.0342,-94.4888,NM,212321,2017,TON,0.2611,1.291,0.145,0.1044,,0.670848,0.3163829,
Melrose Dairy Proteins LLC,2714500003,2657,45.6704,-94.8001,D,311513,2019,TON,16.9843233,27.936474,0.120897414,1.11923311,0.00010053,5.494720214,2.169695131,0.64341243
Melrose Dairy Proteins LLC,2714500003,2657,45.6704,-94.8001,D,311513,2018,TON,18.63778,34.92982,0.13284033,1.227095,0.000110561,5.502886387,2.17810954,0.7078941
Melrose Dairy Proteins LLC,2714500003,2657,45.6704,-94.8001,D,311513,2017,TON,19.69204,39.5192,0.14062862,1.292636,0.000117196,5.443869622,2.183371898,0.7504587
Melrose Feed Mill Inc,2714500019,956,45.6741,-94.8105,D,311611,2019,TON,,,,,,0.38,0.115253,
Melrose Feed Mill Inc,2714500019,956,45.6741,-94.8105,D,311611,2018,TON,0,0,0,0,0,0.35,0.102846,0
Melrose Feed Mill Inc,2714500019,956,45.6741,-94.8105,D,311611,2017,TON,,,,,,0.35,0.102846,
Melrose Public Utilities,2714500002,1374,45.6752,-94.8155,C,221112,2019,TON,0.3427,1.592,0.1047,0.13,,0.1148,0.114881,0.007646
Melrose Public Utilities,2714500002,1374,45.6752,-94.8155,C,221112,2018,TON,0.325,1.51,0.09925,0.1233,0,0.108937,0.108937,0.00725
Melrose Public Utilities,2714500002,1374,45.6752,-94.8155,C,221112,2017,TON,0.325,1.51,0.09925,0.1233,,0.1089,0.108937,0.00725
Menahga Concrete Products Inc,2715900022,1375,46.74677251,-95.0984217,NM,212312,2019,TON,0.2633,1.223,0.08039,0.09983,,0.218279,0.143011,0.005873
Menahga Concrete Products Inc,2715900022,1375,46.74677251,-95.0984217,NM,212312,2018,TON,0.3625,1.684,0.1107,0.1375,0,0.288852,0.1979707,0.008087
Menahga Concrete Products Inc,2715900022,1375,46.7605,-95.1029,NM,212312,2017,TON,0.2951,1.371,0.09012,0.1119,,0.5436897,0.1869566,0.006583
Menard's Apple Valley,2703700305,40502,44.7351,-93.1996,C,238210,2019,TON,0.1037,0.482,0.03168,0.03934,,0.03476,0.0347618,0.002314
Menard's Apple Valley,2703700305,40502,44.7351,-93.1996,C,238210,2018,TON,0.04004,0.186,0.01223,0.01518,0,0.0134149,0.0134149,0.0008932
Menard's Apple Valley,2703700305,40502,44.7351,-93.1996,C,238210,2017,TON,0.04368,0.2029,0.01334,0.01656,,0.01463,0.0146344,0.0009744
Menasha Packaging - Lakeville Container,2703700213,1312,44.63152611,-93.22883642,D,322211,2019,TON,2.404,3.25,0.0171,29.2708,0.00001425,0.05482,0.050915,0.0912
Menasha Packaging - Lakeville Container,2703700213,1312,44.63152611,-93.22883642,D,322211,2018,TON,2.404,3.25,0.0171,23.3668,0.00001425,0.41482,0.398855,0.0912
Menasha Packaging - Lakeville Container,2703700213,1312,44.6318,-93.2295,D,322211,2017,TON,3.018,8.35,0.0207,21.3098,0.00001725,0.49794,0.478735,0.1104
Mercury Minnesota Inc,2713100050,2586,44.3005,-93.2872,D,332119,2019,TON,0.0024,0.0107,0.0005,0.1368,0,0.0196,0.01626,
Mercury Minnesota Inc,2713100050,2586,44.3005,-93.2872,D,332119,2018,TON,0.0031,0.0134,0.0008,0.1217,,0.0176,0.0146,0
Mercury Minnesota Inc,2713100050,2586,44.3005,-93.2872,D,332119,2017,TON,0.001,0.0043,0.0004,0.0338,,0.004,0.003319,
Mercy Hospital - Moose Lake,2701700020,1436,46.4413,-92.7732,C,622110,2019,TON,0.61539,0.81091,0.0111444,0.047403,0.000003528,0.01125298,0.01061755,0.0039619
Mercy Hospital - Moose Lake,2701700020,1436,46.4413,-92.7732,C,622110,2018,TON,0.6313925,0.880845,0.0156563,0.053079,0.000003535,0.016199035,0.0155626,0.0042978
Mercy Hospital - Moose Lake,2701700020,1436,46.4413,-92.7732,C,622110,2017,TON,0.6533225,0.997195,0.0236073,0.062715,0.00000351,0.024930735,0.0242942,0.0048568
Mercy Hospital - Unity Campus,2700300037,4565,45.1064,-93.2568,C,622110,2019,TON,2.22145,2.8815,0.20019,0.158332,1.28677E-05,0.03966,0.0360363,0.0177135
Mercy Hospital - Unity Campus,2700300037,4565,45.1064,-93.2568,C,622110,2018,TON,2.491165,3.2542,0.07578,0.1875741,1.43396E-05,0.0435264,0.0406786,0.0166428
Mercy Hospital - Unity Campus,2700300037,4565,45.1064,-93.2568,C,622110,2017,TON,2.491165,3.2542,0.07578,0.1875741,1.43396E-05,0.043529,0.0406786,0.0166428
Merrill/May Inc dba Merrill Corp,2714500108,1511,45.4988,-94.1468,D,323111,2017,TON,0.100041,0.125181,0.0012397,4.1471028,0.000000585,0.0051984,0.00441209,0.00378328
Mesaba Project Metallurgical Sampling,2713700330,120885,47.65270492,-91.88813968,D,212230,2019,TON,,,,,,0,0,
Mesaba Project Metallurgical Sampling,2713700330,120885,47.65270492,-91.88813968,D,212230,2018,TON,0,0,0,0,0,,,0
Mesabi Bituminous Inc - Schley Mine A,2713700086,1870,0,0,HM,324121,2019,TON,0.5886125,0.2664,0.026564,0.0298025,1.4011E-06,0.2053238,0.02873534,0.001232
Mesabi Bituminous Inc - Schley Mine A,2713700086,1870,0,0,HM,324121,2018,TON,0.957843,0.41035,0.041237,0.0466997,2.2716E-06,0.33420197,0.04519137,0.0018808
Mesabi Bituminous Inc - Schley Mine A,2713700086,1870,0,0,HM,324121,2017,TON,1.057343,0.4783,0.047402,0.0535365,2.5051E-06,0.3688798,0.0916912,0.002205
Mesabi Bituminous Inc - Schley Mine B,2799000032,151692,0,0,HM,324121,2019,TON,5.56525,6.1202,0.9733,1.473362,0.01939226,1.13286,0.497675,0.026818
Mesabi Bituminous Inc - Schley Mine B,2799000032,151692,0,0,HM,324121,2018,TON,5.72688,6.3581,1.0096,1.517051,0.01989282,1.168108,0.516381,0.028024
Mesabi Bituminous Inc - Schley Mine B,2799000032,151692,0,0,HM,324121,2017,TON,5.07598,5.3625,0.8584,1.336975,0.01790047,1.02466,0.438983,0.0229
Mesabi Metallics Co LLC,2706100067,2929,47.3807,-93.2239,R,212210,2018,TON,0,0,0,0,0,16.238,5.7618,0
Mesabi Metallics Co LLC,2706100067,2929,47.3807,-93.2239,R,212210,2017,TON,,,,,,28.595,10.1888,
Mesabi Metallics Company LLC,2706100067,2929,47.3807,-93.2239,R,212210,2019,TON,,,,,,13.039,4.6329,
Mesabi Nugget Delaware LLC,2713700318,83907,47.5869,-92.1897,R,331110,2019,TON,0.17605,0.81765,0.05405,0.06624,,6.9721905,0.9564805,0.0010714
Mesabi Nugget Delaware LLC,2713700318,83907,47.5869,-92.1897,R,331110,2018,TON,0.19135,0.8888,0.05875,0.072,0,6.926988,0.967158,0.0011644
Mesabi Nugget Delaware LLC,2713700318,83907,47.5869,-92.1897,R,331110,2017,TON,0.04592,0.2134,0.0141,0.01728,,7.6173965,1.02644992,0.0002792
Met Council - Blue Lake WWTP,2713900098,3133,44.7974,-93.4318,D,221320,2019,TON,15.748688,13.851975,6.1743064,35.212718,2.58967E-05,1.21901929,0.4794518,0.1666096
Met Council - Blue Lake WWTP,2713900098,3133,44.7974,-93.4318,D,221320,2018,TON,12.74736,12.24298,5.4341449,27.845736,0.00002,0.6633045,0.3675525,0.128589
Met Council - Blue Lake WWTP,2713900098,3133,44.7974,-93.4318,D,221320,2017,TON,11.45773,12.44263,6.6374157,26.239269,4.09571E-05,0.9986925,0.29489671,0.092483
Met Council - Empire WWTP,2703700335,3139,44.66475267,-93.10863336,D,221320,2019,TON,6.6268,4.1532,1.858176,15.66659,0.00000533,0.23513,0.23255,0.038521
Met Council - Empire WWTP,2703700335,3139,44.66475267,-93.10863336,D,221320,2018,TON,6.7283,3.7799,1.61247,15.99739,0.000006175,0.240391,0.238043,0.042638
Met Council - Empire WWTP,2703700335,3139,44.6663,-93.1044,D,221320,2017,TON,6.2398,3.4273,1.793999,15.06238,0.000004258,0.233846,0.2316187,0.032089
Met Council - Seneca WWTP,2703700043,4123,44.82727335,-93.21009739,R,221320,2019,TON,10.58325,14.72375,1.585841,0.1628358,0.00179266,8.370805169,5.320553917,0.00526
Met Council - Seneca WWTP,2703700043,4123,44.82727335,-93.21009739,R,221320,2018,TON,112.2676,29.72745,3.007277,0.1565413,0.001783088,8.146497784,5.176372441,0.005873
Met Council - Seneca WWTP,2703700043,4123,44.82727335,-93.21009739,R,221320,2017,TON,69.103355,25.637025,3.140044,0.1669308,0.001994159,8.126492882,5.16840363,0.003352
Met Council Eagles Point WWTP,2716300134,3554,44.7864,-92.9199,D,221320,2019,TON,0.3481,1.314,0.002071,2.83367,,0.02356,0.022662,0.008703
Met Council Eagles Point WWTP,2716300134,3554,44.7864,-92.9199,D,221320,2018,TON,0.05123,0.1934,0.0003047,2.624955,0,0.0034667,0.0033347,0.001281
Met Council Eagles Point WWTP,2716300134,3554,44.7864,-92.9199,D,221320,2017,TON,0.1681,0.6347,0.0009998,2.61626,,0.01137,0.010935,0.004202
Met Council Metropolitan WWTP,2712300053,2595,44.92579687,-93.04529355,R,221320,2019,TON,9.034465,32.11541,2.8533426,1.53998401,0.001100918,2.237962137,2.196136887,1.51719446
Met Council Metropolitan WWTP,2712300053,2595,44.92579687,-93.04529355,R,221320,2018,TON,13.468218,35.08267,8.3227729,1.48175728,0.000993281,3.155186848,2.530871914,1.38447709
Met Council Metropolitan WWTP,2712300053,2595,44.92579687,-93.04529355,R,221320,2017,TON,15.159497,34.83466,8.02326275,1.6286938,0.001005042,4.506114407,3.795075486,4.55228912
Metal Finishers Inc,2712300774,145630,45.0947,-93.1964,D,332812,2019,TON,0.157,0.1869,0.001121,1.11288,9.345E-07,1.3949719,1.1578037,0.005981
Metal Finishers Inc,2712300774,145630,45.0947,-93.1964,D,332812,2018,TON,0.1448,0.1724,0.001034,0.910882,0.000000862,0.4873965,0.4044413,0.005517
Metal Finishers Inc,2712300774,145630,45.0947,-93.1964,D,332812,2017,TON,0.1153,0.1373,0.0008238,1.156852,6.865E-07,0.265014,0.2198904,0.004394
Metal-Tek Inc,2700300148,1514,45.112,-93.2679,C,332811,2019,TON,0.01078,0.01284,0.00007701,0.0007059,6.418E-08,0.00006674,0.00005519,0.00006289
Metal-Tek Inc,2700300148,1514,45.112,-93.2679,C,332811,2018,TON,0.01053,0.01253,0.00007518,0.0006892,6.265E-08,0.00006516,0.00005388,0.0000614
Metal-Tek Inc,2700300148,1514,45.112,-93.2679,C,332811,2017,TON,0.009941,0.01184,0.00007101,0.0006509,5.918E-08,0.00006154,0.00005089,0.00005799
