name,id,align,eye,hair,sex,alive,x
Carl Brock (Earth-616),Public Identity,NA,Green Eyes,NA,Male Characters,Living Characters,"c(37.75, -0.75)"
Gold Girl (New Earth),Secret Identity,Good Characters,Photocellular Eyes,NA,Female Characters,Living Characters,"c(38.75, -0.75)"
Pierre Truffaut (Earth-616),Secret Identity,Good Characters,Yellow Eyes,Black Hair,Male Characters,Deceased Characters,"c(39.75, -0.75)"
Tapeworm (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(101.25, -0.75)"
Jessica Jones (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,Deceased Characters,"c(101.75, -0.75)"
Tuurgid (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(103.25, -0.75)"
Doug Taggert (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,"c(110.75, -0.75)"
George Tarleton (M.O.D.O.K. Superior) (Earth-616),Secret Identity,Bad Characters,White Eyes,Bald,Male Characters,Living Characters,"c(112.75, -0.75)"
Yogi Dakor (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(114.75, -0.75)"
Shara (Earth-616),Public Identity,Good Characters,NA,NA,Female Characters,Deceased Characters,"c(116.25, -0.75)"
Phil Descard (Earth-616),Secret Identity,NA,NA,Black Hair,Male Characters,Living Characters,"c(116.75, -0.75)"
Harry Delgado (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,"c(123.25, -0.75)"
Cindy Adams (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,"c(133.25, -0.75)"
Clara Crandall (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Female Characters,Living Characters,"c(-78.75, -0.25)"
Colonel Strauheim (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,Deceased Characters,"c(-78.25, -0.25)"
Mnemosyne II (New Earth),NA,Good Characters,NA,Brown Hair,Female Characters,Living Characters,"c(-75.75, -0.25)"
Sonia Sato (New Earth),Secret Identity,Good Characters,NA,Black Hair,Female Characters,Living Characters,"c(-73.75, -0.25)"
Primaid (New Earth),Secret Identity,Bad Characters,NA,NA,Female Characters,Living Characters,"c(-72.25, -0.25)"
Ricky Lambert Martinson (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-71.75, -0.25)"
Naomi Ward (Earth-616),No Dual Identity,NA,NA,Black Hair,Female Characters,Living Characters,"c(-70.25, -0.25)"
Karl Shaffer (Earth-616),Secret Identity,Bad Characters,NA,Blond Hair,Male Characters,Deceased Characters,"c(-69.25, -0.25)"
A Friend (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,"c(-66.25, -0.25)"
Bad Guy (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-65.25, -0.25)"
Emil Gar (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,Deceased Characters,"c(-62.75, -0.25)"
Herr Huss (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(-61.25, -0.25)"
Andre de Sevigne (New Earth),NA,Good Characters,NA,NA,Male Characters,Deceased Characters,"c(-60.75, -0.25)"
Dietmar Stock (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-60.25, -0.25)"
Horth (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,Living Characters,"c(-58.25, -0.25)"
Kearson DeWitt (Earth-616),NA,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(-53.25, -0.25)"
Rockface (New Earth),Secret Identity,Bad Characters,White Eyes,NA,Male Characters,Living Characters,"c(-52.25, -0.25)"
Alvin Desmond (New Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,Deceased Characters,"c(10.75, -0.25)"
Blade Benson (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(11.75, -0.25)"
Kong (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(14.75, -0.25)"
Alexandra Draguno (Earth-616),Secret Identity,NA,Green Eyes,Red Hair,Female Characters,Living Characters,"c(17.75, -0.25)"
Phineas Randall (Earth-616),NA,NA,NA,Brown Hair,Male Characters,Living Characters,"c(19.25, -0.25)"
Noto (Earth-616),Public Identity,Good Characters,NA,Bald,Male Characters,Living Characters,"c(25.75, -0.25)"
Frederick DeLamb (New Earth),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(26.25, -0.25)"
Mikron O'Jeneus (New Earth),Public Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,Deceased Characters,"c(27.25, -0.25)"
Kaffkal (Earth-616),Public Identity,Good Characters,NA,Black Hair,NA,Living Characters,"c(30.75, -0.25)"
Jet Zola (Earth-616),Secret Identity,NA,Brown Eyes,Black Hair,Female Characters,Living Characters,"c(32.25, -0.25)"
Blackagar Boltagon (Heroes Reborn) (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,"c(32.75, -0.25)"
Dancer (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(35.75, -0.25)"
Trader (Morlock) (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Deceased Characters,"c(38.25, -0.25)"
Space Phantom (Earth-616),NA,NA,Black Eyes,Brown Hair,Male Characters,Living Characters,"c(38.75, -0.25)"
White Man (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(39.75, -0.25)"
Quinn Thomas (New Earth),Public Identity,Good Characters,NA,Blond Hair,Female Characters,Living Characters,"c(40.75, -0.25)"
Benjamin Tucker (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,"c(41.25, -0.25)"
Cary Grant (Earth-616),NA,NA,Brown Eyes,Brown Hair,Male Characters,Living Characters,"c(41.75, -0.25)"
Sally Blevins (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,"c(109.75, -0.25)"
Agatha Harkness (Heroes Reborn) (Earth-616),No Dual Identity,Good Characters,NA,NA,Female Characters,Living Characters,"c(110.25, -0.25)"
Harold Allnut (New Earth),Public Identity,Good Characters,NA,Blond Hair,Male Characters,Deceased Characters,"c(110.75, -0.25)"
Moonstomp (Earth-616),Secret Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,Living Characters,"c(112.25, -0.25)"
Daniel Radford (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,"c(112.75, -0.25)"
Ursula (Nazi) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,"c(113.25, -0.25)"
Edward Dyson (Earth-616),Secret Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,"c(115.25, -0.25)"
Neil Shelton (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,"c(117.25, -0.25)"
Steven Tyler (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(131.25, -0.25)"
Porpy the Porpoise (New Earth),NA,Good Characters,NA,NA,NA,Living Characters,"c(-79.75, 0.25)"
Molly Mayne (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Living Characters,"c(-75.25, 0.25)"
Maw (Inferno Baby) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,No Hair,Male Characters,Deceased Characters,"c(-71.75, 0.25)"
Riot (Heavy Mettle) (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-71.25, 0.25)"
Marij'n Bek (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,"c(-69.75, 0.25)"
Leila Taylor (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,"c(-69.25, 0.25)"
Colin Sixty (Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Living Characters,"c(-68.75, 0.25)"
Hartwig Zemo (Earth-616),Public Identity,NA,NA,NA,Male Characters,Deceased Characters,"c(-68.25, 0.25)"
Prom Queen (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,"c(-66.75, 0.25)"
Grylak (Earth-616),NA,Bad Characters,Red Eyes,Purple Hair,Male Characters,Living Characters,"c(-64.75, 0.25)"
Louis Remiens (Earth-616),Secret Identity,Bad Characters,NA,Blond Hair,Male Characters,Living Characters,"c(-64.25, 0.25)"
Lasher (Symbiote) (Earth-616),Secret Identity,NA,White Eyes,Bald,Agender Characters,Living Characters,"c(-60.75, 0.25)"
Grogg (Earth-616),Secret Identity,Good Characters,NA,No Hair,Male Characters,Living Characters,"c(-60.25, 0.25)"
Mike Stone (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-59.75, 0.25)"
Barnard Blaine (New Earth),Secret Identity,Good Characters,NA,Grey Hair,Male Characters,Living Characters,"c(-58.25, 0.25)"
Suspiria (Earth-616),NA,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,"c(-56.75, 0.25)"
Jaime Zimmerman (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Female Characters,Living Characters,"c(-56.25, 0.25)"
Svetlana (Earth-616),NA,Good Characters,Yellow Eyes,Brown Hair,Female Characters,Living Characters,"c(-55.25, 0.25)"
Bartholomew Allen II (New Earth),Secret Identity,Good Characters,Yellow Eyes,NA,Male Characters,Living Characters,"c(-54.75, 0.25)"
Simon Hall (Earth-616),Secret Identity,NA,Green Eyes,Strawberry Blond Hair,Male Characters,Living Characters,"c(-53.25, 0.25)"
Mallory Moxon (New Earth),NA,Good Characters,NA,Red Hair,Female Characters,Living Characters,"c(-51.75, 0.25)"
Grant Wilson (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,"c(-49.75, 0.25)"
Kirren (Earth-616),Secret Identity,Good Characters,Multiple Eyes,No Hair,Male Characters,Deceased Characters,"c(9.75000000000003, 0.25)"
Braxus (Earth-616),Secret Identity,Good Characters,NA,White Hair,Female Characters,Living Characters,"c(11.75, 0.25)"
Maxwell Wilson (Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Living Characters,"c(12.25, 0.25)"
Mageddon (New Earth),NA,Bad Characters,NA,NA,Genderless Characters,Living Characters,"c(13.75, 0.25)"
Damon Matthews (New Earth),Public Identity,Good Characters,NA,Blond Hair,Male Characters,Living Characters,"c(14.75, 0.25)"
Charles Davies (Earth-616),Public Identity,NA,NA,Black Hair,Male Characters,Living Characters,"c(16.25, 0.25)"
Black Ogre (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,"c(16.75, 0.25)"
Angel (Wolf) (Earth-616),NA,NA,NA,NA,NA,Living Characters,"c(18.75, 0.25)"
Rudolf Norsen (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(19.25, 0.25)"
Elena Leal (New Earth),Public Identity,Good Characters,NA,White Hair,Female Characters,Living Characters,"c(19.75, 0.25)"
Victor Borkowski (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(21.25, 0.25)"
Alban Emond (Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,Living Characters,"c(22.25, 0.25)"
Master Mayhem (New Earth),NA,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(26.25, 0.25)"
Elizabeth Sooner (Earth-616),Public Identity,Good Characters,NA,Red Hair,Female Characters,Living Characters,"c(27.75, 0.25)"
Cross Williams (New Earth),NA,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(30.25, 0.25)"
Maria Callasantos (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Deceased Characters,"c(31.25, 0.25)"
Willard Thomas (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,Living Characters,"c(32.25, 0.25)"
Litigious Bradley (Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,"c(33.75, 0.25)"
Cynthia Reynolds (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,"c(39.75, 0.25)"
Tom Danger (Earth-616),Secret Identity,Good Characters,NA,Blond Hair,Male Characters,Living Characters,"c(40.75, 0.25)"
Ryan Laporto (Earth-616),Secret Identity,NA,Blue Eyes,Red Hair,Male Characters,Deceased Characters,"c(41.75, 0.25)"
Diana (New Earth),NA,Bad Characters,NA,Brown Hair,Female Characters,Deceased Characters,"c(42.25, 0.25)"
Pendleton Asquint (Earth-616),NA,Bad Characters,NA,Grey Hair,Male Characters,Living Characters,"c(99.25, 0.25)"
Maximus Jensen (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,Deceased Characters,"c(100.25, 0.25)"
James Shaw (New Earth),NA,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,"c(100.75, 0.25)"
Kai-Mak (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(103.75, 0.25)"
Kamorr (Earth-616),NA,Good Characters,Black Eyes,Brown Hair,Male Characters,Living Characters,"c(109.25, 0.25)"
Dawn Granger (New Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Living Characters,"c(111.25, 0.25)"
Able Crown (New Earth),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(111.75, 0.25)"
Belial (Demon) (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(113.25, 0.25)"
Ra's al Ghul (New Earth),Secret Identity,Bad Characters,Green Eyes,Grey Hair,Male Characters,Deceased Characters,"c(116.25, 0.25)"
Hope Summers (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Living Characters,"c(117.25, 0.25)"
Manga Khan (New Earth),Secret Identity,NA,NA,NA,Male Characters,Living Characters,"c(127.75, 0.25)"
Reed Richards (Onslaught Reborn) (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,"c(-79.75, 0.75)"
Toko (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,Living Characters,"c(-78.75, 0.75)"
Narya (Earth-616),Secret Identity,Good Characters,White Eyes,Blond Hair,Female Characters,Living Characters,"c(-77.75, 0.75)"
Samuel Majowski (Earth-616),Public Identity,NA,NA,Blond Hair,Male Characters,Living Characters,"c(-77.25, 0.75)"
Susan Dean (Earth-616),No Dual Identity,NA,NA,Black Hair,Female Characters,Living Characters,"c(-76.25, 0.75)"
Brie Daniels (Earth-616),Public Identity,NA,Blue Eyes,Blond Hair,Female Characters,Living Characters,"c(-73.75, 0.75)"
William Blake (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-72.75, 0.75)"
Osprey (New Earth),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-71.75, 0.75)"
Kraken (Earth-616),NA,NA,Yellow Eyes,No Hair,Agender Characters,Living Characters,"c(-64.75, 0.75)"
Robin Braxton (Earth-616),Public Identity,NA,Green Eyes,Red Hair,Female Characters,Living Characters,"c(-64.25, 0.75)"
Phage (Symbiote) (Earth-616),NA,NA,White Eyes,Bald,Agender Characters,Living Characters,"c(-63.75, 0.75)"
Nuscia (New Earth),NA,Good Characters,NA,Brown Hair,Female Characters,Living Characters,"c(-63.25, 0.75)"
Ronnie Sarasky (New Earth),Public Identity,Good Characters,NA,Red Hair,Female Characters,Living Characters,"c(-62.75, 0.75)"
Rita Beckman (New Earth),Public Identity,NA,Brown Eyes,Brown Hair,Female Characters,Living Characters,"c(-56.75, 0.75)"
Suzerain (Earth-616),No Dual Identity,NA,NA,No Hair,Male Characters,Living Characters,"c(-54.25, 0.75)"
Professor Tarbu (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(-52.75, 0.75)"
Truth (Earth-616),Secret Identity,Bad Characters,NA,Auburn Hair,Female Characters,Living Characters,"c(-52.25, 0.75)"
Marge Brock (Earth-616),NA,Good Characters,NA,NA,Female Characters,Living Characters,"c(-51.25, 0.75)"
Stavros Markos (New Earth),NA,Bad Characters,NA,White Hair,Male Characters,Living Characters,"c(10.25, 0.75)"
Dome (New Earth),NA,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(10.75, 0.75)"
Holden Holliway (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters,"c(11.25, 0.75)"
Dawn Middlebury (Earth-616),NA,Bad Characters,NA,Strawberry Blond Hair,Female Characters,Living Characters,"c(12.75, 0.75)"
Dreldan (Earth-616),Public Identity,NA,NA,Blond Hair,Male Characters,Living Characters,"c(13.75, 0.75)"
Vanguard (New Earth),NA,Good Characters,Black Eyes,White Hair,Female Characters,Living Characters,"c(14.25, 0.75)"
Conscience (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,Deceased Characters,"c(14.75, 0.75)"
Jake Ketchum (New Earth),Public Identity,Good Characters,NA,Red Hair,Male Characters,Living Characters,"c(16.25, 0.75)"
Karl (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,"c(16.75, 0.75)"
Von Boom (Earth-616),No Dual Identity,Bad Characters,NA,Blond Hair,Male Characters,Living Characters,"c(18.75, 0.75)"
Raleigh Lund (Zombie Clone) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(19.25, 0.75)"
Park (Earth-616),Secret Identity,NA,Brown Eyes,NA,Male Characters,Deceased Characters,"c(19.75, 0.75)"
Aquarius (Thanos' Zodiac) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,"c(21.25, 0.75)"
Titus Locke (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(21.75, 0.75)"
Dave Finn (Earth-616),Secret Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(29.25, 0.75)"
Black Patch (All-Winners Squad Foe) (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(35.75, 0.75)"
Repo (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(36.25, 0.75)"
Feena Sik (New Earth),NA,Bad Characters,NA,Blue Hair,Female Characters,Living Characters,"c(38.75, 0.75)"
Sool (New Earth),Secret Identity,NA,Purple Eyes,Blond Hair,Male Characters,Living Characters,"c(39.75, 0.75)"
Augustine (Earth-616),NA,NA,NA,NA,NA,Living Characters,"c(41.25, 0.75)"
Veda (Corporation) (Earth-616),Secret Identity,Bad Characters,NA,Blond Hair,Female Characters,Living Characters,"c(99.25, 0.75)"
Madame X (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,Living Characters,"c(100.75, 0.75)"
Horus (New Earth),Public Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(101.25, 0.75)"
Secco (Earth-616),Secret Identity,NA,NA,No Hair,Male Characters,Deceased Characters,"c(110.25, 0.75)"
Tiger Shark (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(112.25, 0.75)"
Devlin (New Earth),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(114.75, 0.75)"
Gondor (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(116.25, 0.75)"
Kuhrra Daizonest (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(117.75, 0.75)"
Theodore Winchester (Earth-616),NA,Good Characters,Yellow Eyes,NA,Male Characters,Deceased Characters,"c(120.25, 0.75)"
